transaction_id,sender_id,receiver_id,amount,timestamp
TX_001942,ACC_00439,ACC_00102,1570.02,2025-01-27 03:52:04
TX_001118,ACC_00339,ACC_00586,3466.16,2025-02-17 14:52:53
TX_003941,ACC_00051,ACC_00337,2032.01,2025-01-21 23:51:18
TX_003462,ACC_00549,ACC_00264,3559.05,2025-02-17 09:31:25
TX_003386,ACC_00240,ACC_00316,3972.96,2025-01-01 22:38:49
TX_003670,ACC_00105,ACC_00499,241.4,2025-01-06 09:50:57
TX_001955,ACC_00374,ACC_00109,2615.51,2025-02-09 18:34:48
TX_001947,ACC_00394,ACC_00520,4621.44,2025-02-03 16:30:00
TX_003263,ACC_00153,ACC_00248,4377.09,2025-01-03 11:36:38
TX_001753,ACC_00531,ACC_00128,1361.16,2025-01-21 17:03:42
TX_001356,ACC_00335,ACC_00048,3228.08,2025-01-06 11:55:37
TX_001066,ACC_00050,ACC_00142,1347.04,2025-01-10 10:11:48
TX_003767,ACC_00486,ACC_00146,456.54,2025-02-10 06:51:27
TX_002008,ACC_00589,ACC_00360,1810.96,2025-02-10 18:28:06
TX_002224,ACC_00491,ACC_00120,3324.95,2025-01-18 23:51:09
TX_002239,ACC_00496,ACC_00170,619.05,2025-01-30 04:52:19
TX_000519,ACC_00004,ACC_00007,3005.36,2025-01-28 12:04:35
TX_001766,ACC_00389,ACC_00304,886.6,2025-01-07 06:12:12
TX_000643,ACC_00099,ACC_00577,944.42,2025-02-23 22:54:04
TX_002726,ACC_00397,ACC_00386,4225.99,2025-02-10 02:24:29
TX_002952,ACC_00077,ACC_00144,3012.82,2025-02-13 12:04:38
TX_000878,ACC_00563,ACC_00027,2358.5,2025-01-03 08:35:33
TX_005633,ACC_00323,ACC_00399,1682.9,2025-01-15 07:11:10
TX_003518,ACC_00476,ACC_00178,602.47,2025-01-03 04:55:39
TX_005128,ACC_00438,ACC_00082,2852.56,2025-02-16 17:38:12
TX_005456,ACC_00273,ACC_00132,2528.68,2025-02-27 01:27:36
TX_005506,ACC_00311,ACC_00041,1799.36,2025-01-20 13:11:06
TX_002216,ACC_00394,ACC_00464,1672.27,2025-02-06 22:19:17
TX_003524,ACC_00057,ACC_00044,2608.81,2025-02-23 10:41:13
TX_005558,ACC_00261,ACC_00231,3622.86,2025-02-01 15:25:16
TX_003844,ACC_00407,ACC_00498,4303.8,2025-01-02 03:33:26
TX_002965,ACC_00189,ACC_00131,1879.54,2025-01-04 12:23:32
TX_005333,ACC_00425,ACC_00279,4897.87,2025-01-03 07:40:11
TX_000881,ACC_00160,ACC_00574,806.24,2025-02-07 12:27:15
TX_003536,ACC_00030,ACC_00220,1838.17,2025-01-26 16:14:24
TX_001729,ACC_00143,ACC_00585,1358.7,2025-01-18 03:35:43
TX_000898,ACC_00504,ACC_00288,4477.42,2025-01-31 00:55:27
TX_001977,ACC_00108,ACC_00428,872.18,2025-02-11 17:40:14
TX_003741,ACC_00533,ACC_00293,2986.85,2025-02-19 05:29:20
TX_005173,ACC_00526,ACC_00097,1254.22,2025-02-06 14:39:28
TX_001984,ACC_00600,ACC_00180,3276.33,2025-01-03 01:04:48
TX_001190,ACC_00478,ACC_00089,1404.05,2025-02-17 15:40:23
TX_003015,ACC_00102,ACC_00262,1307.65,2025-02-15 02:55:57
TX_002181,ACC_00149,ACC_00575,4800.23,2025-01-04 06:07:28
TX_001238,ACC_00524,ACC_00018,188.79,2025-02-01 10:37:24
TX_002016,ACC_00376,ACC_00107,2275.28,2025-02-20 16:20:40
TX_001951,ACC_00396,ACC_00564,647.77,2025-01-23 03:37:04
TX_003392,ACC_00301,ACC_00253,2475.78,2025-02-03 19:05:14
TX_002319,ACC_00033,ACC_00527,1429.49,2025-01-22 14:04:12
TX_003484,ACC_00309,ACC_00234,4578.27,2025-01-21 16:58:44
TX_005164,ACC_00328,ACC_00297,701.93,2025-02-16 09:26:02
TX_002751,ACC_00430,ACC_00579,3197.25,2025-01-28 08:38:45
TX_002323,ACC_00063,ACC_00070,4128.79,2025-01-16 20:12:30
TX_000081,ACC_00132,ACC_00400,773.3,2025-02-12 16:13:06
TX_001925,ACC_00174,ACC_00068,3059.81,2025-01-03 03:27:54
TX_002712,ACC_00355,ACC_00188,2661.29,2025-01-07 19:01:19
TX_000381,ACC_00281,ACC_00060,2915.93,2025-02-11 15:46:15
TX_001750,ACC_00495,ACC_00014,3991.03,2025-02-20 10:49:13
TX_001948,ACC_00351,ACC_00515,2344.24,2025-01-12 21:45:05
TX_001216,ACC_00261,ACC_00176,4938.4,2025-02-12 14:08:24
TX_001917,ACC_00193,ACC_00250,3681.19,2025-02-22 06:40:35
TX_005136,ACC_00091,ACC_00597,2692.97,2025-02-18 04:39:16
TX_001106,ACC_00206,ACC_00019,961.84,2025-01-22 12:38:59
TX_005632,ACC_00364,ACC_00410,2079.53,2025-01-24 09:54:43
TX_005177,ACC_00569,ACC_00216,2166.75,2025-01-09 01:25:15
TX_005144,ACC_00344,ACC_00012,4331.63,2025-02-27 17:25:14
TX_005145,ACC_00375,ACC_00456,4755.1,2025-02-04 09:06:18
TX_005565,ACC_00342,ACC_00211,3956.06,2025-01-23 10:07:07
TX_000116,ACC_00185,ACC_00539,2868.53,2025-02-09 16:58:05
TX_005515,ACC_00483,ACC_00004,1220.99,2025-02-02 18:30:06
TX_005127,ACC_00085,ACC_00245,1282.01,2025-02-06 23:17:21
TX_005147,ACC_00364,ACC_00120,3855.24,2025-02-01 13:14:49
TX_005593,ACC_00431,ACC_00470,4094.49,2025-02-28 10:45:22
TX_000928,ACC_00172,ACC_00553,4825.71,2025-02-09 05:32:51
TX_005542,ACC_00258,ACC_00340,2291.95,2025-01-04 23:11:31
TX_000840,ACC_00119,ACC_00256,1701.13,2025-01-23 01:38:18
TX_000460,ACC_00141,ACC_00433,1976.53,2025-01-07 01:20:43
TX_000526,ACC_00133,ACC_00533,4867.82,2025-02-18 21:03:41
TX_003921,ACC_00095,ACC_00308,619.06,2025-02-18 00:37:53
TX_001161,ACC_00574,ACC_00421,3474.59,2025-01-23 17:28:22
TX_002317,ACC_00335,ACC_00593,2561.63,2025-01-31 10:50:00
TX_001107,ACC_00581,ACC_00249,3841.21,2025-02-07 20:33:49
TX_005569,ACC_00484,ACC_00389,3362.68,2025-02-05 22:05:12
TX_005530,ACC_00371,ACC_00351,743.16,2025-02-03 10:04:57
TX_001782,ACC_00098,ACC_00198,2511.57,2025-02-27 06:19:37
TX_005141,ACC_00236,ACC_00492,3680.01,2025-01-12 08:50:59
TX_005180,ACC_00402,ACC_00517,934.13,2025-02-26 18:05:14
TX_002507,ACC_00243,ACC_00001,1843.68,2025-01-27 07:53:16
TX_005521,ACC_00567,ACC_00508,1980.72,2025-02-08 12:40:24
TX_003028,ACC_00229,ACC_00266,2425.09,2025-01-26 00:52:05
TX_001775,ACC_00106,ACC_00382,2226.39,2025-02-09 19:34:25
TX_002238,ACC_00588,ACC_00428,620.07,2025-02-06 13:21:17
TX_005137,ACC_00377,ACC_00348,1789.56,2025-02-14 22:02:36
TX_000900,ACC_00576,ACC_00270,3292.71,2025-01-14 13:20:54
TX_003884,ACC_00309,ACC_00104,3708.31,2025-01-17 22:23:48
TX_005170,ACC_00091,ACC_00018,4994.94,2025-02-04 03:48:28
TX_006103,ACC_00403,ACC_00242,385.42,2025-01-17 01:39:42
TX_005183,ACC_00505,ACC_00522,2167.3,2025-01-13 06:24:04
TX_005628,ACC_00216,ACC_00213,3436.41,2025-02-11 05:15:46
TX_002459,ACC_00030,ACC_00238,4676.92,2025-02-28 10:32:54
TX_006004,ACC_00442,ACC_00025,4766.12,2025-02-12 22:37:27
TX_002968,ACC_00067,ACC_00484,3768.79,2025-01-08 10:48:13
TX_005512,ACC_00266,ACC_00479,3410.32,2025-01-17 16:32:56
TX_005505,ACC_00008,ACC_00051,3011.59,2025-01-20 20:03:16
TX_002988,ACC_00047,ACC_00321,2995.69,2025-02-01 21:58:59
TX_005153,ACC_00410,ACC_00482,1290.32,2025-02-02 08:53:04
TX_005749,ACC_00142,ACC_00108,2113.84,2025-03-01 03:44:43
TX_005877,ACC_00167,ACC_00080,4876.66,2025-01-22 20:24:07
TX_005990,ACC_00153,ACC_00567,1460.14,2025-02-17 12:50:29
TX_004800,ACC_00066,ACC_00508,1292.05,2025-01-29 12:15:23
TX_000456,ACC_00412,ACC_00328,1307.21,2025-01-10 17:17:37
TX_000338,ACC_00114,ACC_00595,1421.57,2025-01-06 23:19:59
TX_005631,ACC_00298,ACC_00496,3389.53,2025-01-11 01:24:20
TX_000917,ACC_00479,ACC_00357,3740.43,2025-03-01 02:51:59
TX_001674,ACC_00095,ACC_00410,2958.17,2025-01-18 16:48:45
TX_004903,ACC_00006,ACC_00089,1486.75,2025-01-30 22:02:07
TX_001714,ACC_00303,ACC_00356,4654.67,2025-02-23 11:02:15
TX_005875,ACC_00102,ACC_00090,4855.48,2025-02-21 12:18:29
TX_005161,ACC_00559,ACC_00269,1315.03,2025-02-06 20:32:20
TX_002472,ACC_00350,ACC_00282,3655.4,2025-01-12 02:34:33
TX_003958,ACC_00354,ACC_00392,3387.43,2025-01-23 22:25:46
TX_006109,ACC_00451,ACC_00492,1205.97,2025-01-02 08:15:56
TX_000540,ACC_00087,ACC_00345,326.13,2025-02-13 00:56:02
TX_003616,ACC_00344,ACC_00171,184.93,2025-02-05 07:28:45
TX_004742,ACC_00565,ACC_00489,1387.24,2025-01-09 10:41:42
TX_002199,ACC_00195,ACC_00326,4800.99,2025-02-15 09:59:16
TX_000289,ACC_00520,ACC_00177,4490.24,2025-02-15 14:15:23
TX_000538,ACC_00213,ACC_00262,2027.34,2025-01-30 10:45:04
TX_001417,ACC_00235,ACC_00196,1714.56,2025-01-13 10:34:43
TX_004673,ACC_00246,ACC_00593,4272.4,2025-01-28 17:25:01
TX_004743,ACC_00193,ACC_00074,2523.6,2025-02-23 00:42:18
TX_001667,ACC_00076,ACC_00206,1642.85,2025-02-25 17:01:53
TX_004837,ACC_00163,ACC_00472,1289,2025-02-08 18:32:04
TX_002659,ACC_00508,ACC_00567,3372.07,2025-02-13 03:11:20
TX_004788,ACC_00309,ACC_00195,3200.99,2025-02-02 22:46:07
TX_003006,ACC_00365,ACC_00417,1568.44,2025-01-06 21:58:57
TX_004798,ACC_00438,ACC_00084,1381.49,2025-01-14 15:18:50
TX_003951,ACC_00562,ACC_00466,2452.3,2025-01-01 07:42:52
TX_004636,ACC_00183,ACC_00226,3086.82,2025-01-09 05:46:52
TX_004766,ACC_00179,ACC_00132,2584.19,2025-01-16 01:48:52
TX_003527,ACC_00034,ACC_00377,3826.87,2025-01-13 23:16:23
TX_000870,ACC_00118,ACC_00059,1114.92,2025-02-12 17:50:59
TX_003306,ACC_00120,ACC_00587,1743.8,2025-02-14 10:25:32
TX_004740,ACC_00271,ACC_00340,4629.56,2025-02-21 15:06:01
TX_005883,ACC_00429,ACC_00239,398.36,2025-02-05 03:04:05
TX_006120,ACC_00402,ACC_00529,548.66,2025-02-09 11:09:04
TX_001601,ACC_00466,ACC_00582,3942.31,2025-02-15 09:57:07
TX_005163,ACC_00540,ACC_00347,2819.43,2025-02-17 06:50:11
TX_004615,ACC_00374,ACC_00589,1985.23,2025-02-07 12:03:46
TX_004775,ACC_00060,ACC_00560,4510.87,2025-01-16 17:50:36
TX_004656,ACC_00031,ACC_00095,456.73,2025-02-06 04:06:32
TX_003922,ACC_00373,ACC_00260,1591.82,2025-02-08 06:14:29
TX_006085,ACC_00516,ACC_00531,2049.07,2025-02-06 14:36:06
TX_004856,ACC_00237,ACC_00049,2057.82,2025-01-29 11:33:30
TX_001861,ACC_00375,ACC_00584,4007.27,2025-01-30 01:31:37
TX_004638,ACC_00325,ACC_00429,3671.55,2025-02-20 11:10:32
TX_005689,ACC_00037,ACC_00599,4160.39,2025-02-07 01:22:07
TX_000261,ACC_00272,ACC_00058,565.66,2025-01-07 23:37:21
TX_004674,ACC_00508,ACC_00121,3611.8,2025-01-12 09:37:31
TX_003774,ACC_00591,ACC_00323,2649.82,2025-02-18 16:48:09
TX_000645,ACC_00315,ACC_00591,3362.78,2025-02-14 02:48:04
TX_005516,ACC_00005,ACC_00061,1647.75,2025-02-12 16:15:12
TX_006020,ACC_00579,ACC_00177,4851.12,2025-02-27 10:10:53
TX_006032,ACC_00443,ACC_00539,2094.92,2025-01-28 16:13:45
TX_002327,ACC_00537,ACC_00029,3714.9,2025-01-05 04:12:57
TX_001209,ACC_00174,ACC_00436,3401.85,2025-02-10 19:28:40
TX_005993,ACC_00072,ACC_00367,4752.2,2025-01-19 16:00:17
TX_005532,ACC_00356,ACC_00091,4507.6,2025-01-08 07:58:51
TX_006123,ACC_00585,ACC_00011,2081.42,2025-02-10 05:18:13
TX_004672,ACC_00052,ACC_00271,3490.27,2025-02-27 18:26:38
TX_002714,ACC_00301,ACC_00198,395.27,2025-02-28 20:17:33
TX_001770,ACC_00234,ACC_00264,3479.67,2025-02-20 04:50:54
TX_003906,ACC_00338,ACC_00541,3585.76,2025-01-29 09:55:53
TX_000527,ACC_00255,ACC_00188,1781.58,2025-01-31 19:21:21
TX_005072,ACC_00230,ACC_00400,4407.07,2025-01-29 11:46:43
TX_000505,ACC_00124,ACC_00030,2272.51,2025-02-06 11:55:15
TX_000708,ACC_00448,ACC_00466,2280.94,2025-02-07 22:16:34
TX_003137,ACC_00544,ACC_00357,4939.31,2025-01-08 06:35:36
TX_003264,ACC_00504,ACC_00060,564.55,2025-02-11 09:51:56
TX_004852,ACC_00479,ACC_00540,2255.07,2025-02-05 03:23:28
TX_004893,ACC_00250,ACC_00582,3955.61,2025-01-27 23:07:07
TX_001537,ACC_00345,ACC_00458,318.14,2025-02-26 12:05:06
TX_005827,ACC_00151,ACC_00023,1287.94,2025-02-18 17:47:00
TX_002236,ACC_00257,ACC_00597,3067.75,2025-01-09 14:43:55
TX_004768,ACC_00204,ACC_00363,1214.3,2025-01-19 19:39:04
TX_005726,ACC_00355,ACC_00512,995.63,2025-02-03 22:39:08
TX_003940,ACC_00365,ACC_00052,384.44,2025-02-26 16:54:30
TX_005937,ACC_00198,ACC_00278,1970.26,2025-02-10 17:19:29
TX_002033,ACC_00298,ACC_00349,2445.24,2025-01-04 04:27:29
TX_003126,ACC_00394,ACC_00397,3010.92,2025-01-22 12:57:11
TX_003970,ACC_00568,ACC_00097,3531.92,2025-01-10 20:42:45
TX_003718,ACC_00099,ACC_00233,2111.67,2025-01-26 22:08:13
TX_002232,ACC_00538,ACC_00255,2857.78,2025-01-04 00:38:35
TX_002283,ACC_00304,ACC_00560,1112.13,2025-01-06 06:56:03
TX_003364,ACC_00557,ACC_00184,2582.02,2025-01-14 23:07:50
TX_006092,ACC_00394,ACC_00496,965.93,2025-01-25 14:51:35
TX_003937,ACC_00282,ACC_00091,2591.69,2025-02-27 08:52:51
TX_004683,ACC_00162,ACC_00246,4368,2025-02-28 00:38:49
TX_001267,ACC_00150,ACC_00032,4248.57,2025-02-17 13:29:09
TX_004921,ACC_00536,ACC_00235,2333.72,2025-01-06 01:47:23
TX_004995,ACC_00457,ACC_00536,1524.58,2025-01-11 14:50:27
TX_000017,ACC_00014,ACC_00215,3660.7,2025-01-19 04:49:17
TX_000687,ACC_00234,ACC_00519,3425.18,2025-01-07 22:59:27
TX_005171,ACC_00134,ACC_00553,2925.84,2025-02-28 22:05:30
TX_005046,ACC_00298,ACC_00268,4444.81,2025-02-25 05:02:46
TX_006045,ACC_00455,ACC_00288,1808.25,2025-02-06 13:47:48
TX_004877,ACC_00373,ACC_00109,1299.79,2025-01-11 13:07:03
TX_005004,ACC_00595,ACC_00359,2205.71,2025-01-06 05:01:03
TX_000675,ACC_00557,ACC_00471,1599.42,2025-01-02 02:41:01
TX_001989,ACC_00131,ACC_00032,134.64,2025-02-04 00:24:33
TX_000716,ACC_00210,ACC_00510,2496.26,2025-02-19 15:44:33
TX_000468,ACC_00031,ACC_00439,730.58,2025-01-23 14:17:13
TX_000042,ACC_00453,ACC_00337,3849.11,2025-02-25 11:26:38
TX_004834,ACC_00359,ACC_00080,614.8,2025-02-24 07:49:33
TX_005617,ACC_00209,ACC_00583,1830.74,2025-01-03 03:19:53
TX_001048,ACC_00389,ACC_00371,2663.52,2025-02-12 08:26:19
TX_005540,ACC_00236,ACC_00448,2060.12,2025-01-23 17:03:04
TX_005140,ACC_00279,ACC_00564,2566.76,2025-01-13 09:37:27
TX_000875,ACC_00534,ACC_00272,92.5,2025-02-25 20:14:01
TX_002990,ACC_00581,ACC_00432,2540.72,2025-02-01 13:55:13
TX_005828,ACC_00266,ACC_00401,4977.41,2025-01-26 17:16:16
TX_000569,ACC_00518,ACC_00442,876.36,2025-01-21 22:35:08
TX_005000,ACC_00523,ACC_00266,1782.78,2025-01-28 15:40:05
TX_005581,ACC_00227,ACC_00216,3576.01,2025-02-28 13:02:40
TX_004846,ACC_00438,ACC_00193,4924.16,2025-01-18 11:23:39
TX_003645,ACC_00319,ACC_00105,4417.32,2025-01-05 00:22:01
TX_002614,ACC_00371,ACC_00412,3141.08,2025-02-26 22:16:04
TX_005758,ACC_00264,ACC_00411,2188.84,2025-01-30 15:17:32
TX_004926,ACC_00019,ACC_00505,4183.95,2025-02-22 12:29:18
TX_004829,ACC_00172,ACC_00577,1039.05,2025-01-31 11:46:49
TX_005824,ACC_00168,ACC_00049,2337.96,2025-01-07 10:58:11
TX_003574,ACC_00288,ACC_00396,4238.06,2025-02-03 21:21:22
TX_000453,ACC_00428,ACC_00155,4959.72,2025-02-21 04:41:05
TX_001085,ACC_00586,ACC_00483,4443.74,2025-01-10 01:38:53
TX_001702,ACC_00314,ACC_00138,2354.54,2025-01-23 15:11:18
TX_004919,ACC_00455,ACC_00374,3067.74,2025-02-11 16:47:27
TX_002707,ACC_00226,ACC_00367,4322.47,2025-01-19 14:07:46
TX_004716,ACC_00423,ACC_00252,551.42,2025-01-31 19:50:47
TX_004433,ACC_00470,ACC_00064,1498.89,2025-02-19 04:19:05
TX_005708,ACC_00544,ACC_00363,3226.57,2025-02-06 11:51:04
TX_003294,ACC_00454,ACC_00278,2111.69,2025-02-23 17:37:28
TX_001751,ACC_00103,ACC_00418,1854.49,2025-01-03 12:26:38
TX_001456,ACC_00412,ACC_00478,3153.56,2025-02-09 14:49:26
TX_005010,ACC_00181,ACC_00551,3400.32,2025-01-13 12:40:02
TX_000838,ACC_00186,ACC_00546,3593.65,2025-01-10 06:41:21
TX_005696,ACC_00182,ACC_00044,774.5,2025-01-24 04:52:27
TX_000523,ACC_00330,ACC_00583,777.34,2025-02-08 16:36:07
TX_002304,ACC_00030,ACC_00177,3693.94,2025-01-24 21:42:08
TX_001094,ACC_00439,ACC_00565,1131.74,2025-01-03 10:37:03
TX_002620,ACC_00068,ACC_00142,3008.71,2025-01-23 19:47:37
TX_004808,ACC_00321,ACC_00355,2220.53,2025-02-03 14:50:03
TX_003972,ACC_00070,ACC_00570,4788.18,2025-01-11 11:30:48
TX_003912,ACC_00536,ACC_00223,4031.42,2025-02-24 07:31:07
TX_001994,ACC_00358,ACC_00073,732.85,2025-01-14 05:38:01
TX_002038,ACC_00426,ACC_00051,610.59,2025-01-08 17:51:00
TX_000340,ACC_00129,ACC_00425,4247.05,2025-01-10 08:03:59
TX_000704,ACC_00418,ACC_00270,3006.11,2025-02-22 22:05:18
TX_006114,ACC_00050,ACC_00018,909.03,2025-01-04 16:57:05
TX_004878,ACC_00565,ACC_00379,2246.37,2025-02-05 06:21:06
TX_005011,ACC_00218,ACC_00501,3111.7,2025-01-17 09:46:27
TX_001973,ACC_00321,ACC_00455,2562.05,2025-02-23 10:03:14
TX_005805,ACC_00331,ACC_00014,3436.83,2025-01-28 14:01:08
TX_003036,ACC_00356,ACC_00208,4682.63,2025-01-21 04:32:10
TX_003212,ACC_00377,ACC_00487,3256.74,2025-01-28 00:56:04
TX_004078,ACC_00190,ACC_00474,2454.68,2025-01-31 03:57:58
TX_005124,ACC_00487,ACC_00194,485.23,2025-01-05 17:31:11
TX_004692,ACC_00493,ACC_00476,1601.81,2025-02-28 23:08:45
TX_005601,ACC_00511,ACC_00358,3321.71,2025-02-16 03:26:22
TX_002576,ACC_00127,ACC_00384,344.56,2025-02-24 17:40:01
TX_004025,ACC_00271,ACC_00586,4305.26,2025-01-08 09:28:36
TX_004619,ACC_00463,ACC_00375,51.44,2025-02-11 08:23:31
TX_000480,ACC_00368,ACC_00520,4891.13,2025-01-17 16:32:11
TX_003766,ACC_00529,ACC_00015,3304.3,2025-02-12 07:38:58
